Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
02.01.2017;01:00;02:00;43.685,75;30.922,75;2.677,5
02.01.2017;02:00;03:00;42.731,25;30.303,75;2.801,5
02.01.2017;03:00;04:00;42.978,75;30.721,5;3.361
02.01.2017;04:00;05:00;44.479;32.807,25;2.913,25
02.01.2017;05:00;06:00;47.204,75;35.678,5;3.305
02.01.2017;06:00;07:00;53.216,5;41.484,5;1.872,25
02.01.2017;07:00;08:00;59.847;48.268,25;598
02.01.2017;08:00;09:00;63.844,75;52.558,5;146,5
02.01.2017;09:00;10:00;66.028;54.879,25;51
02.01.2017;10:00;11:00;67.648,75;55.837,25;4,5
02.01.2017;11:00;12:00;68.776,75;56.696,75;6,25
02.01.2017;12:00;13:00;68.824,5;56.030,5;5,25
02.01.2017;13:00;14:00;67.850,25;55.299,5;67,75
02.01.2017;14:00;15:00;66.745,25;54.705;50
02.01.2017;15:00;16:00;66.255,5;55.264,25;101,25
02.01.2017;16:00;17:00;67.291,25;56.366,5;147,25
02.01.2017;17:00;18:00;70.463,5;58.601,75;209,75
02.01.2017;18:00;19:00;70.054,75;56.843,25;498,75
02.01.2017;19:00;20:00;68.856,75;55.154,5;9,75
02.01.2017;20:00;21:00;64.990,75;51.095,75;435,5
02.01.2017;21:00;22:00;61.641,75;47.491,5;238,75
02.01.2017;22:00;23:00;60.075,25;45.462,5;147,25
02.01.2017;23:00;00:00;56.491,75;40.947,5;1.327,25
03.01.2017;00:00;01:00;53.106,5;36.780,75;2.176,75
03.01.2017;01:00;02:00;50.537;34.047,25;2.709,25
03.01.2017;02:00;03:00;49.304;32.326;2.739,75
03.01.2017;03:00;04:00;49.180,75;31.172,25;2.247,5
03.01.2017;04:00;05:00;50.237;31.502;2.386
03.01.2017;05:00;06:00;52.825,25;33.258,5;1.979,25
03.01.2017;06:00;07:00;58.478,25;38.025,25;655
03.01.2017;07:00;08:00;64.353;42.650,75;227,75
03.01.2017;08:00;09:00;67.993,25;45.602,5;27,25
03.01.2017;09:00;10:00;69.402,5;45.296,75;67,75
03.01.2017;10:00;11:00;70.957,25;44.594;33
03.01.2017;11:00;12:00;72.163,5;43.412;1,5
03.01.2017;12:00;13:00;72.225,25;41.777,25;11,75
03.01.2017;13:00;14:00;71.296,5;39.937,25;158,5
03.01.2017;14:00;15:00;70.498,5;39.408,5;87,5
03.01.2017;15:00;16:00;70.378,25;38.962,25;152,25
03.01.2017;16:00;17:00;71.292,75;39.148,5;191,5
03.01.2017;17:00;18:00;74.107,25;41.141,75;0,5
03.01.2017;18:00;19:00;73.486,25;39.715,5;25,5
03.01.2017;19:00;20:00;71.794,5;37.557,5;196
03.01.2017;20:00;21:00;67.808;33.167;657
03.01.2017;21:00;22:00;64.832,75;30.143,5;373
03.01.2017;22:00;23:00;62.250;28.291,75;465,75
03.01.2017;23:00;00:00;58.276,5;24.435;1.924,5
04.01.2017;00:00;01:00;55.372,75;23.109,25;1.403,5
04.01.2017;01:00;02:00;53.427;22.136,5;1.607,25
04.01.2017;02:00;03:00;52.350,25;21.817,5;1.792
04.01.2017;03:00;04:00;52.592,25;22.450,25;2.046,75
04.01.2017;04:00;05:00;53.536,75;23.334,5;2.643,5
04.01.2017;05:00;06:00;55.838,5;25.483,25;2.413,75
04.01.2017;06:00;07:00;61.659;30.503,25;549
04.01.2017;07:00;08:00;67.652,25;35.578,75;76,75
04.01.2017;08:00;09:00;70.786,75;37.825,25;25,75
04.01.2017;09:00;10:00;71.751,5;38.566,25;29,25
04.01.2017;10:00;11:00;72.982;39.330,75;60,75
04.01.2017;11:00;12:00;73.758,75;39.354;151,5
04.01.2017;12:00;13:00;73.543;38.690,75;369
04.01.2017;13:00;14:00;72.275,75;38.436,25;1.057,25
04.01.2017;14:00;15:00;71.244;39.635,75;498,75
04.01.2017;15:00;16:00;70.447,25;41.101,25;842,75
04.01.2017;16:00;17:00;71.014,5;43.500,5;412,25
04.01.2017;17:00;18:00;73.557,25;47.880,25;5,75
04.01.2017;18:00;19:00;72.786;47.759,75;76,25
04.01.2017;19:00;20:00;71.043,75;46.347,5;725,5
04.01.2017;20:00;21:00;67.101;43.602,75;1.056,5
04.01.2017;21:00;22:00;64.198,5;41.392;1.153,75
04.01.2017;22:00;23:00;62.194,5;40.687,25;1.150
04.01.2017;23:00;00:00;58.225,25;37.556,75;1.279,75
05.01.2017;00:00;01:00;53.991;34.574;1.842,25
05.01.2017;01:00;02:00;51.927;33.960,25;1.840,25
05.01.2017;02:00;03:00;50.717,25;33.492,75;3.260
05.01.2017;03:00;04:00;50.978;34.666;3.685,25
05.01.2017;04:00;05:00;52.285,5;36.643;2.789,25
05.01.2017;05:00;06:00;54.671,5;39.749,25;2.699,75
05.01.2017;06:00;07:00;60.073,5;46.258,5;1.294,5
05.01.2017;07:00;08:00;66.050;52.560,5;733,25
05.01.2017;08:00;09:00;69.011;55.796,75;259,25
05.01.2017;09:00;10:00;69.867,25;56.215,25;175,5
05.01.2017;10:00;11:00;70.801,25;55.893;2,25
05.01.2017;11:00;12:00;71.236,25;55.008,25;315
05.01.2017;12:00;13:00;71.361,5;54.794,75;374
05.01.2017;13:00;14:00;70.423,75;55.586,75;100,5
05.01.2017;14:00;15:00;69.502,5;56.940,5;10,5
05.01.2017;15:00;16:00;68.893;58.350,75;6,5
05.01.2017;16:00;17:00;69.692,5;60.759,25;1,25
05.01.2017;17:00;18:00;73.153;64.603;0,5
05.01.2017;18:00;19:00;72.829,25;64.741,25;0,5
05.01.2017;19:00;20:00;71.437,25;64.102,75;1
05.01.2017;20:00;21:00;67.739,75;60.991,25;110
05.01.2017;21:00;22:00;64.350;58.199,25;571
05.01.2017;22:00;23:00;63.003,75;57.575,5;178,25
05.01.2017;23:00;00:00;59.382,25;54.479,25;1.635,75
06.01.2017;00:00;01:00;56.734,75;52.535,5;2.012
06.01.2017;01:00;02:00;54.401;50.566,5;2.493,75
06.01.2017;02:00;03:00;53.465;49.898,5;1.568,5
06.01.2017;03:00;04:00;53.174,75;49.742,5;2.537
06.01.2017;04:00;05:00;52.995;49.476,5;2.736,5
06.01.2017;05:00;06:00;54.502,75;51.181,5;1.710,75
06.01.2017;06:00;07:00;57.426,25;54.133,25;1.129,75
06.01.2017;07:00;08:00;62.724,75;59.151,25;262,25
06.01.2017;08:00;09:00;65.623;62.123,25;13,25
06.01.2017;09:00;10:00;66.456,5;61.778,5;30,75
06.01.2017;10:00;11:00;66.755,25;60.023,25;66,25
06.01.2017;11:00;12:00;67.186,5;58.454,75;85,5
06.01.2017;12:00;13:00;66.706;56.680,25;484,5
06.01.2017;13:00;14:00;65.438,5;55.555,25;395,5
06.01.2017;14:00;15:00;64.178,25;56.127,25;16,25
06.01.2017;15:00;16:00;63.797,75;58.222,5;4,5
06.01.2017;16:00;17:00;65.422,75;61.209,5;3
06.01.2017;17:00;18:00;69.552;64.637,5;1,5
06.01.2017;18:00;19:00;69.877,25;63.752,5;4
06.01.2017;19:00;20:00;68.449,75;61.117,5;115,5
06.01.2017;20:00;21:00;65.278,75;57.467;28,5
06.01.2017;21:00;22:00;62.917,75;54.939;264,25
06.01.2017;22:00;23:00;61.922,25;53.527,5;776
06.01.2017;23:00;00:00;59.330,25;50.351,75;698,75
07.01.2017;00:00;01:00;57.218,5;47.547;922,75
07.01.2017;01:00;02:00;54.803,25;44.615,5;2.272
07.01.2017;02:00;03:00;52.841,25;42.194,75;2.626,75
07.01.2017;03:00;04:00;51.994,25;41.111,5;2.838
07.01.2017;04:00;05:00;51.206;39.862;2.477,25
07.01.2017;05:00;06:00;50.674,25;38.800,75;2.811,5
07.01.2017;06:00;07:00;50.469,25;38.240;2.863,5
07.01.2017;07:00;08:00;53.651,5;41.230,75;1.887,75
07.01.2017;08:00;09:00;57.658,75;44.832;531
07.01.2017;09:00;10:00;61.043,25;47.622,75;78,25
07.01.2017;10:00;11:00;63.132,25;49.502,75;45,25
07.01.2017;11:00;12:00;64.263,5;50.695;39,75
07.01.2017;12:00;13:00;64.351,25;51.550,75;37
07.01.2017;13:00;14:00;62.819,75;50.678,25;19,75
07.01.2017;14:00;15:00;61.321,5;49.763,25;30
07.01.2017;15:00;16:00;61.410;50.296,25;30
07.01.2017;16:00;17:00;62.705,5;51.926;29,25
07.01.2017;17:00;18:00;65.798;55.698,75;23,5
07.01.2017;18:00;19:00;65.873,5;56.523,75;27
07.01.2017;19:00;20:00;64.049,5;55.267,5;40,5
07.01.2017;20:00;21:00;60.447,75;51.846;198,25
07.01.2017;21:00;22:00;57.985,25;49.299;1.150,25
07.01.2017;22:00;23:00;57.402,25;49.196,25;891
07.01.2017;23:00;00:00;54.483;46.855,5;1.425,25
08.01.2017;00:00;01:00;51.842;45.135;926,25
08.01.2017;01:00;02:00;49.025;43.277,75;2.139,75
08.01.2017;02:00;03:00;47.429,25;42.709,75;2.348,25
08.01.2017;03:00;04:00;46.934,75;43.058;1.807,25
08.01.2017;04:00;05:00;46.405,75;43.044,25;2.244,75
08.01.2017;05:00;06:00;45.496,5;42.606,75;3.133,75
08.01.2017;06:00;07:00;44.586,5;42.025,5;2.637,25
08.01.2017;07:00;08:00;46.241,5;44.076,5;1.855
08.01.2017;08:00;09:00;49.268,25;47.707,25;351,75
08.01.2017;09:00;10:00;53.001,25;51.611;135,5
08.01.2017;10:00;11:00;56.076;54.542;13,5
08.01.2017;11:00;12:00;58.847,25;57.188,5;12,5
08.01.2017;12:00;13:00;58.958,75;57.282;41,75
